Raw 0x1145d0d2  Time:  289788114;  DifTime: 231
Raw 0x1145d1b7  Time:  289788343;  DifTime: 229
Raw 0x1145d2a0  Time:  289788576;  DifTime: 233
Raw 0x1145d389  Time:  289788809;  DifTime: 233
Raw 0x1145d46f  Time:  289789039;  DifTime: 230
Raw 0x1145d558  Time:  289789272;  DifTime: 233
Raw 0x1145d63e  Time:  289789502;  DifTime: 230
Raw 0x1145d722  Time:  289789730;  DifTime: 228
Raw 0x1145d80c  Time:  289789964;  DifTime: 234
Raw 0x1145d8f3  Time:  289790195;  DifTime: 231
Raw 0x1145d9de  Time:  289790430;  DifTime: 235
Raw 0x1145dac3  Time:  289790659;  DifTime: 229
Raw 0x1145dba9  Time:  289790889;  DifTime: 230
Raw 0x1145dc90  Time:  289791120;  DifTime: 231
Raw 0x1145dd76  Time:  289791350;  DifTime: 230
Raw 0x1145de5b  Time:  289791579;  DifTime: 229
Raw 0x1145df46  Time:  289791814;  DifTime: 235
Raw 0x1145e030  Time:  289792048;  DifTime: 234
Raw 0x1145e119  Time:  289792281;  DifTime: 233
Raw 0x1145e1fe  Time:  289792510;  DifTime: 229
Raw 0x1145e2e2  Time:  289792738;  DifTime: 228
Raw 0x1145e3ca  Time:  289792970;  DifTime: 232
Raw 0x1145e4b0  Time:  289793200;  DifTime: 230
Raw 0x1145e631  Time:  289793585;  DifTime: 385
Raw 0x1145e71e  Time:  289793822;  DifTime: 237
Raw 0x1145e809  Time:  289794057;  DifTime: 235
Raw 0x1145e8f4  Time:  289794292;  DifTime: 235
Raw 0x1145e9e0  Time:  289794528;  DifTime: 236
Raw 0x1145ead0  Time:  289794768;  DifTime: 240
Raw 0x1145ebbc  Time:  289795004;  DifTime: 236
Raw 0x1145ecab  Time:  289795243;  DifTime: 239
Raw 0x1145ed93  Time:  289795475;  DifTime: 232
Raw 0x1145eee4  Time:  289795812;  DifTime: 337
Raw 0x1145f00f  Time:  289796111;  DifTime: 299
Raw 0x1145f0fd  Time:  289796349;  DifTime: 238
Raw 0x1145f1e9  Time:  289796585;  DifTime: 236
Raw 0x1145f2d4  Time:  289796820;  DifTime: 235
Raw 0x1145f3c1  Time:  289797057;  DifTime: 237
Raw 0x1145f4ae  Time:  289797294;  DifTime: 237
Raw 0x1145f599  Time:  289797529;  DifTime: 235
Raw 0x1145f685  Time:  289797765;  DifTime: 236
Raw 0x1145f771  Time:  289798001;  DifTime: 236
Raw 0x1145f85b  Time:  289798235;  DifTime: 234
Raw 0x1145f945  Time:  289798469;  DifTime: 234
Raw 0x1145fa30  Time:  289798704;  DifTime: 235
Raw 0x1145fb1d  Time:  289798941;  DifTime: 237
Raw 0x1145fc06  Time:  289799174;  DifTime: 233
Raw 0x1145fcf1  Time:  289799409;  DifTime: 235
Raw 0x1145fdde  Time:  289799646;  DifTime: 237
Raw 0x1145fec9  Time:  289799881;  DifTime: 235
Raw 0x1145ffb3  Time:  289800115;  DifTime: 234
Raw 0x1146009c  Time:  289800348;  DifTime: 233
Raw 0x11460188  Time:  289800584;  DifTime: 236
Raw 0x11460278  Time:  289800824;  DifTime: 240
Raw 0x11460364  Time:  289801060;  DifTime: 236
Raw 0x11460452  Time:  289801298;  DifTime: 238
Raw 0x11460542  Time:  289801538;  DifTime: 240
Raw 0x11460631  Time:  289801777;  DifTime: 239
Raw 0x1146071e  Time:  289802014;  DifTime: 237
Raw 0x11460809  Time:  289802249;  DifTime: 235
Raw 0x114608f4  Time:  289802484;  DifTime: 235
Raw 0x114609e1  Time:  289802721;  DifTime: 237
Raw 0x11460ad2  Time:  289802962;  DifTime: 241
Raw 0x11460bbe  Time:  289803198;  DifTime: 236
Raw 0x11460d0b  Time:  289803531;  DifTime: 333
Raw 0x11460dfc  Time:  289803772;  DifTime: 241
Raw 0x11460ee8  Time:  289804008;  DifTime: 236
Raw 0x11460fd2  Time:  289804242;  DifTime: 234
Raw 0x114610be  Time:  289804478;  DifTime: 236
Raw 0x114611ab  Time:  289804715;  DifTime: 237
Raw 0x11461295  Time:  289804949;  DifTime: 234
Raw 0x1146137e  Time:  289805182;  DifTime: 233
Raw 0x1146146b  Time:  289805419;  DifTime: 237
Raw 0x11461559  Time:  289805657;  DifTime: 238
Raw 0x11461645  Time:  289805893;  DifTime: 236
Raw 0x1146175d  Time:  289806173;  DifTime: 280
Raw 0x1146184f  Time:  289806415;  DifTime: 242
Raw 0x1146193b  Time:  289806651;  DifTime: 236
Raw 0x11461a2a  Time:  289806890;  DifTime: 239
Raw 0x11461b18  Time:  289807128;  DifTime: 238
Raw 0x11461c02  Time:  289807362;  DifTime: 234
Raw 0x11461cf0  Time:  289807600;  DifTime: 238
Raw 0x11461dde  Time:  289807838;  DifTime: 238
Raw 0x11461ecc  Time:  289808076;  DifTime: 238
Raw 0x11461fb7  Time:  289808311;  DifTime: 235
Raw 0x114620a5  Time:  289808549;  DifTime: 238
Raw 0x11462192  Time:  289808786;  DifTime: 237
Raw 0x1146227d  Time:  289809021;  DifTime: 235
Raw 0x11462369  Time:  289809257;  DifTime: 236
Raw 0x11462455  Time:  289809493;  DifTime: 236
Raw 0x11462542  Time:  289809730;  DifTime: 237
Raw 0x1146262e  Time:  289809966;  DifTime: 236
Raw 0x1146271d  Time:  289810205;  DifTime: 239
Raw 0x1146280a  Time:  289810442;  DifTime: 237
Raw 0x114628fb  Time:  289810683;  DifTime: 241
Raw 0x114629ed  Time:  289810925;  DifTime: 242
Raw 0x11462adc  Time:  289811164;  DifTime: 239
Raw 0x11462bc9  Time:  289811401;  DifTime: 237
Raw 0x11462cb7  Time:  289811639;  DifTime: 238
Raw 0x11462da4  Time:  289811876;  DifTime: 237
Raw 0x11462e92  Time:  289812114;  DifTime: 238
Raw 0x11462f80  Time:  289812352;  DifTime: 238
Raw 0x1146306c  Time:  289812588;  DifTime: 236
Raw 0x11463159  Time:  289812825;  DifTime: 237
Raw 0x11463248  Time:  289813064;  DifTime: 239
Raw 0x11463339  Time:  289813305;  DifTime: 241
Raw 0x11463432  Time:  289813554;  DifTime: 249
Raw 0x1146351b  Time:  289813787;  DifTime: 233
Raw 0x11463601  Time:  289814017;  DifTime: 230
Raw 0x114636e6  Time:  289814246;  DifTime: 229
Raw 0x114637ca  Time:  289814474;  DifTime: 228
Raw 0x114638b0  Time:  289814704;  DifTime: 230
Raw 0x11463996  Time:  289814934;  DifTime: 230
Raw 0x11463a7c  Time:  289815164;  DifTime: 230
Raw 0x11463b64  Time:  289815396;  DifTime: 232
Raw 0x11463c47  Time:  289815623;  DifTime: 227
Raw 0x11463d2e  Time:  289815854;  DifTime: 231
Raw 0x11463e84  Time:  289816196;  DifTime: 342
Raw 0x11463fb4  Time:  289816500;  DifTime: 304
Raw 0x1146409b  Time:  289816731;  DifTime: 231
Raw 0x11464184  Time:  289816964;  DifTime: 233
Raw 0x1146426b  Time:  289817195;  DifTime: 231
Raw 0x11464355  Time:  289817429;  DifTime: 234
Raw 0x1146443b  Time:  289817659;  DifTime: 230
Raw 0x11464521  Time:  289817889;  DifTime: 230
Raw 0x11464606  Time:  289818118;  DifTime: 229
Raw 0x114646f0  Time:  289818352;  DifTime: 234
Raw 0x114647da  Time:  289818586;  DifTime: 234
Raw 0x114648c1  Time:  289818817;  DifTime: 231
Raw 0x114649a7  Time:  289819047;  DifTime: 230
Raw 0x11464a8d  Time:  289819277;  DifTime: 230
Raw 0x11464b75  Time:  289819509;  DifTime: 232
Raw 0x11464c5b  Time:  289819739;  DifTime: 230
Raw 0x11464d42  Time:  289819970;  DifTime: 231
Raw 0x11464e26  Time:  289820198;  DifTime: 228
Raw 0x11464f0d  Time:  289820429;  DifTime: 231
Raw 0x11464ff6  Time:  289820662;  DifTime: 233
Raw 0x114650dd  Time:  289820893;  DifTime: 231
Raw 0x114651c3  Time:  289821123;  DifTime: 230
Raw 0x114652a8  Time:  289821352;  DifTime: 229
Raw 0x11465392  Time:  289821586;  DifTime: 234
Raw 0x11465475  Time:  289821813;  DifTime: 227
Raw 0x1146555c  Time:  289822044;  DifTime: 231
Raw 0x11465643  Time:  289822275;  DifTime: 231
Raw 0x11465728  Time:  289822504;  DifTime: 229
Raw 0x1146580f  Time:  289822735;  DifTime: 231
Raw 0x114658f7  Time:  289822967;  DifTime: 232
Raw 0x114659de  Time:  289823198;  DifTime: 231
Raw 0x11465ad0  Time:  289823440;  DifTime: 242
Raw 0x11465bbe  Time:  289823678;  DifTime: 238
Raw 0x11465ca6  Time:  289823910;  DifTime: 232
Raw 0x11465d89  Time:  289824137;  DifTime: 227
Raw 0x11465e6d  Time:  289824365;  DifTime: 228
Raw 0x11465f54  Time:  289824596;  DifTime: 231
Raw 0x1146603c  Time:  289824828;  DifTime: 232
Raw 0x11466122  Time:  289825058;  DifTime: 230
Raw 0x11466206  Time:  289825286;  DifTime: 228
Raw 0x114662ed  Time:  289825517;  DifTime: 231
Raw 0x114663dd  Time:  289825757;  DifTime: 240
Raw 0x114664c3  Time:  289825987;  DifTime: 230
Raw 0x114665a9  Time:  289826217;  DifTime: 230
Raw 0x114666f7  Time:  289826551;  DifTime: 334
Raw 0x114667e5  Time:  289826789;  DifTime: 238
Raw 0x114668ca  Time:  289827018;  DifTime: 229
Raw 0x114669b0  Time:  289827248;  DifTime: 230
Raw 0x11466a95  Time:  289827477;  DifTime: 229
Raw 0x11466b7a  Time:  289827706;  DifTime: 229
Raw 0x11466c5e  Time:  289827934;  DifTime: 228
Raw 0x11466d49  Time:  289828169;  DifTime: 235
Raw 0x11466e2f  Time:  289828399;  DifTime: 230
Raw 0x11466f16  Time:  289828630;  DifTime: 231
Raw 0x11467001  Time:  289828865;  DifTime: 235
Raw 0x114670e6  Time:  289829094;  DifTime: 229
Raw 0x114671d1  Time:  289829329;  DifTime: 235
Raw 0x114672b9  Time:  289829561;  DifTime: 232
Raw 0x1146739f  Time:  289829791;  DifTime: 230
Raw 0x1146748a  Time:  289830026;  DifTime: 235
Raw 0x11467570  Time:  289830256;  DifTime: 230
Raw 0x11467657  Time:  289830487;  DifTime: 231
Raw 0x1146773e  Time:  289830718;  DifTime: 231
Raw 0x11467827  Time:  289830951;  DifTime: 233
Raw 0x1146790c  Time:  289831180;  DifTime: 229
Raw 0x114679f6  Time:  289831414;  DifTime: 234
Raw 0x11467adc  Time:  289831644;  DifTime: 230
Raw 0x11467bc1  Time:  289831873;  DifTime: 229
Raw 0x11467ca8  Time:  289832104;  DifTime: 231
Raw 0x11467d8f  Time:  289832335;  DifTime: 231
Raw 0x11467e77  Time:  289832567;  DifTime: 232
Raw 0x11467f5f  Time:  289832799;  DifTime: 232
Raw 0x11468046  Time:  289833030;  DifTime: 231
Raw 0x11468130  Time:  289833264;  DifTime: 234
Raw 0x11468299  Time:  289833625;  DifTime: 361
Raw 0x11468386  Time:  289833862;  DifTime: 237
Raw 0x1146846c  Time:  289834092;  DifTime: 230
Raw 0x11468553  Time:  289834323;  DifTime: 231
Raw 0x11468639  Time:  289834553;  DifTime: 230
Raw 0x1146871b  Time:  289834779;  DifTime: 226
Raw 0x11468802  Time:  289835010;  DifTime: 231
Raw 0x114688e9  Time:  289835241;  DifTime: 231
Raw 0x114689ce  Time:  289835470;  DifTime: 229
Raw 0x11468ab4  Time:  289835700;  DifTime: 230
Raw 0x11468b9a  Time:  289835930;  DifTime: 230
Raw 0x11468ce6  Time:  289836262;  DifTime: 332
Raw 0x11468dd0  Time:  289836496;  DifTime: 234
Raw 0x11468ed7  Time:  289836759;  DifTime: 263
Raw 0x11468fc2  Time:  289836994;  DifTime: 235
Raw 0x114690ac  Time:  289837228;  DifTime: 234
Raw 0x11469196  Time:  289837462;  DifTime: 234
Raw 0x1146927d  Time:  289837693;  DifTime: 231
Raw 0x11469364  Time:  289837924;  DifTime: 231
Raw 0x11469449  Time:  289838153;  DifTime: 229
Raw 0x1146952f  Time:  289838383;  DifTime: 230
Raw 0x11469619  Time:  289838617;  DifTime: 234
Raw 0x11469703  Time:  289838851;  DifTime: 234
Raw 0x114697ed  Time:  289839085;  DifTime: 234
Raw 0x114698d5  Time:  289839317;  DifTime: 232
Raw 0x114699bf  Time:  289839551;  DifTime: 234
Raw 0x11469aa4  Time:  289839780;  DifTime: 229
Raw 0x11469b89  Time:  289840009;  DifTime: 229
Raw 0x11469c6f  Time:  289840239;  DifTime: 230
Raw 0x11469d54  Time:  289840468;  DifTime: 229
Raw 0x11469e3a  Time:  289840698;  DifTime: 230
Raw 0x11469f24  Time:  289840932;  DifTime: 234
Raw 0x1146a00a  Time:  289841162;  DifTime: 230
Raw 0x1146a0f1  Time:  289841393;  DifTime: 231
Raw 0x1146a1d9  Time:  289841625;  DifTime: 232
Raw 0x1146a2c2  Time:  289841858;  DifTime: 233
Raw 0x1146a3a8  Time:  289842088;  DifTime: 230
Raw 0x1146a492  Time:  289842322;  DifTime: 234
Raw 0x1146a577  Time:  289842551;  DifTime: 229
Raw 0x1146a660  Time:  289842784;  DifTime: 233
Raw 0x1146a749  Time:  289843017;  DifTime: 233
Raw 0x1146a82d  Time:  289843245;  DifTime: 228
Raw 0x1146a93f  Time:  289843519;  DifTime: 274
Raw 0x1146aa42  Time:  289843778;  DifTime: 259
Raw 0x1146ab29  Time:  289844009;  DifTime: 231
Raw 0x1146ac12  Time:  289844242;  DifTime: 233
Raw 0x1146acf7  Time:  289844471;  DifTime: 229
Raw 0x1146addf  Time:  289844703;  DifTime: 232
Raw 0x1146aec3  Time:  289844931;  DifTime: 228
Raw 0x1146afab  Time:  289845163;  DifTime: 232
Raw 0x1146b08f  Time:  289845391;  DifTime: 228
Raw 0x1146b175  Time:  289845621;  DifTime: 230
Raw 0x1146b25e  Time:  289845854;  DifTime: 233
Raw 0x1146b345  Time:  289846085;  DifTime: 231
Raw 0x1146b42a  Time:  289846314;  DifTime: 229
Raw 0x1146b512  Time:  289846546;  DifTime: 232
Raw 0x1146b5fa  Time:  289846778;  DifTime: 232
Raw 0x1146b72b  Time:  289847083;  DifTime: 305
Raw 0x1146b814  Time:  289847316;  DifTime: 233
Raw 0x1146b8fa  Time:  289847546;  DifTime: 230
Raw 0x1146b9de  Time:  289847774;  DifTime: 228
Raw 0x1146bac7  Time:  289848007;  DifTime: 233
Raw 0x1146bbb1  Time:  289848241;  DifTime: 234
Raw 0x1146bc9b  Time:  289848475;  DifTime: 234
Raw 0x1146bd86  Time:  289848710;  DifTime: 235
Raw 0x1146be6d  Time:  289848941;  DifTime: 231
Raw 0x1146bf77  Time:  289849207;  DifTime: 266
Raw 0x1146c0b3  Time:  289849523;  DifTime: 316
Raw 0x1146c1e9  Time:  289849833;  DifTime: 310
Raw 0x1146c2d5  Time:  289850069;  DifTime: 236
Raw 0x1146c3be  Time:  289850302;  DifTime: 233
Raw 0x1146c4a6  Time:  289850534;  DifTime: 232
Raw 0x1146c590  Time:  289850768;  DifTime: 234
Raw 0x1146c67a  Time:  289851002;  DifTime: 234
Raw 0x1146c761  Time:  289851233;  DifTime: 231
Raw 0x1146c848  Time:  289851464;  DifTime: 231
Raw 0x1146c92e  Time:  289851694;  DifTime: 230
Raw 0x1146ca14  Time:  289851924;  DifTime: 230
Raw 0x1146cafb  Time:  289852155;  DifTime: 231
Raw 0x1146cbe0  Time:  289852384;  DifTime: 229
Raw 0x1146ccc9  Time:  289852617;  DifTime: 233
Raw 0x1146cdae  Time:  289852846;  DifTime: 229
Raw 0x1146ce98  Time:  289853080;  DifTime: 234
Raw 0x1146cf81  Time:  289853313;  DifTime: 233
Raw 0x1146d21b  Time:  289853979;  DifTime: 666
Raw 0x1146d30e  Time:  289854222;  DifTime: 243
Raw 0x1146d3fd  Time:  289854461;  DifTime: 239
Raw 0x1146d4e8  Time:  289854696;  DifTime: 235
Raw 0x1146d5d4  Time:  289854932;  DifTime: 236
Raw 0x1146d6bf  Time:  289855167;  DifTime: 235
Raw 0x1146d7b3  Time:  289855411;  DifTime: 244
Raw 0x1146d89d  Time:  289855645;  DifTime: 234
Raw 0x1146d98a  Time:  289855882;  DifTime: 237
Raw 0x1146da75  Time:  289856117;  DifTime: 235
Raw 0x1146db62  Time:  289856354;  DifTime: 237
Raw 0x1146dc4d  Time:  289856589;  DifTime: 235
Raw 0x1146dd39  Time:  289856825;  DifTime: 236
Raw 0x1146df06  Time:  289857286;  DifTime: 461
Raw 0x1146dff4  Time:  289857524;  DifTime: 238
Raw 0x1146e0e4  Time:  289857764;  DifTime: 240
Raw 0x1146e1d0  Time:  289858000;  DifTime: 236
Raw 0x1146e2be  Time:  289858238;  DifTime: 238
Raw 0x1146e3af  Time:  289858479;  DifTime: 241
Raw 0x1146e49b  Time:  289858715;  DifTime: 236
Raw 0x1146e586  Time:  289858950;  DifTime: 235
Raw 0x1146e675  Time:  289859189;  DifTime: 239
Raw 0x1146e763  Time:  289859427;  DifTime: 238
Raw 0x1146e851  Time:  289859665;  DifTime: 238
Raw 0x1146e93f  Time:  289859903;  DifTime: 238
Raw 0x1146ea2c  Time:  289860140;  DifTime: 237
Raw 0x1146eb1b  Time:  289860379;  DifTime: 239
Raw 0x1146ec09  Time:  289860617;  DifTime: 238
Raw 0x1146ecf6  Time:  289860854;  DifTime: 237
Raw 0x1146ede6  Time:  289861094;  DifTime: 240
Raw 0x1146eed6  Time:  289861334;  DifTime: 240
Raw 0x1146efc3  Time:  289861571;  DifTime: 237
Raw 0x1146f0b1  Time:  289861809;  DifTime: 238
Raw 0x1146f19e  Time:  289862046;  DifTime: 237
Raw 0x1146f28c  Time:  289862284;  DifTime: 238
Raw 0x1146f37a  Time:  289862522;  DifTime: 238
Raw 0x1146f469  Time:  289862761;  DifTime: 239
Raw 0x1146f553  Time:  289862995;  DifTime: 234
Raw 0x1146f645  Time:  289863237;  DifTime: 242
Raw 0x1146f733  Time:  289863475;  DifTime: 238
Raw 0x1146f868  Time:  289863784;  DifTime: 309
Raw 0x1146f952  Time:  289864018;  DifTime: 234
Raw 0x1146fa3e  Time:  289864254;  DifTime: 236
Raw 0x1146fb29  Time:  289864489;  DifTime: 235
Raw 0x1146fc13  Time:  289864723;  DifTime: 234
Raw 0x1146fcfd  Time:  289864957;  DifTime: 234
Raw 0x1146fde5  Time:  289865189;  DifTime: 232
Raw 0x1146fecc  Time:  289865420;  DifTime: 231
Raw 0x1146ffb5  Time:  289865653;  DifTime: 233
Raw 0x1147009e  Time:  289865886;  DifTime: 233
Raw 0x11470186  Time:  289866118;  DifTime: 232
Raw 0x1147026c  Time:  289866348;  DifTime: 230
Raw 0x11470358  Time:  289866584;  DifTime: 236
Raw 0x11470444  Time:  289866820;  DifTime: 236
Raw 0x1147052e  Time:  289867054;  DifTime: 234
Raw 0x11470644  Time:  289867332;  DifTime: 278
Raw 0x11470735  Time:  289867573;  DifTime: 241
Raw 0x11470821  Time:  289867809;  DifTime: 236
Raw 0x1147090f  Time:  289868047;  DifTime: 238
Raw 0x114709fc  Time:  289868284;  DifTime: 237
Raw 0x11470aea  Time:  289868522;  DifTime: 238
Raw 0x11470bd8  Time:  289868760;  DifTime: 238
Raw 0x11470cc6  Time:  289868998;  DifTime: 238
Raw 0x11470db3  Time:  289869235;  DifTime: 237
Raw 0x11470ea1  Time:  289869473;  DifTime: 238
Raw 0x11470f90  Time:  289869712;  DifTime: 239
Raw 0x1147107e  Time:  289869950;  DifTime: 238
Raw 0x1147116c  Time:  289870188;  DifTime: 238
Raw 0x1147125b  Time:  289870427;  DifTime: 239
Raw 0x1147134c  Time:  289870668;  DifTime: 241
Raw 0x1147143d  Time:  289870909;  DifTime: 241
Raw 0x1147152c  Time:  289871148;  DifTime: 239
Raw 0x11471618  Time:  289871384;  DifTime: 236
Raw 0x11471705  Time:  289871621;  DifTime: 237
Raw 0x114717f1  Time:  289871857;  DifTime: 236
Raw 0x114718df  Time:  289872095;  DifTime: 238
Raw 0x114719cc  Time:  289872332;  DifTime: 237
Raw 0x11471ab9  Time:  289872569;  DifTime: 237
Raw 0x11471ba6  Time:  289872806;  DifTime: 237
Raw 0x11471c91  Time:  289873041;  DifTime: 235
Raw 0x11471dc1  Time:  289873345;  DifTime: 304
Raw 0x11471ee4  Time:  289873636;  DifTime: 291
Raw 0x11471fcf  Time:  289873871;  DifTime: 235
Raw 0x114720b4  Time:  289874100;  DifTime: 229
Raw 0x11472197  Time:  289874327;  DifTime: 227
Raw 0x11472281  Time:  289874561;  DifTime: 234
Raw 0x1147236a  Time:  289874794;  DifTime: 233
Raw 0x1147244e  Time:  289875022;  DifTime: 228
Raw 0x11472532  Time:  289875250;  DifTime: 228
Raw 0x1147261b  Time:  289875483;  DifTime: 233
Raw 0x11472701  Time:  289875713;  DifTime: 230
Raw 0x114727e8  Time:  289875944;  DifTime: 231
Raw 0x114728cc  Time:  289876172;  DifTime: 228
Raw 0x114729b1  Time:  289876401;  DifTime: 229
Raw 0x11472a96  Time:  289876630;  DifTime: 229
Raw 0x11472b7a  Time:  289876858;  DifTime: 228
Raw 0x11472c60  Time:  289877088;  DifTime: 230
Raw 0x11472d45  Time:  289877317;  DifTime: 229
Raw 0x11472ec0  Time:  289877696;  DifTime: 379
Raw 0x11472fa8  Time:  289877928;  DifTime: 232
Raw 0x11473090  Time:  289878160;  DifTime: 232
Raw 0x1147317a  Time:  289878394;  DifTime: 234
Raw 0x11473269  Time:  289878633;  DifTime: 239
Raw 0x1147334f  Time:  289878863;  DifTime: 230
Raw 0x11473436  Time:  289879094;  DifTime: 231
Raw 0x1147351c  Time:  289879324;  DifTime: 230
Raw 0x11473601  Time:  289879553;  DifTime: 229
Raw 0x114736ea  Time:  289879786;  DifTime: 233
Raw 0x114737d4  Time:  289880020;  DifTime: 234
Raw 0x114738ba  Time:  289880250;  DifTime: 230
Raw 0x114739a3  Time:  289880483;  DifTime: 233
Raw 0x11473a88  Time:  289880712;  DifTime: 229
Raw 0x11473b70  Time:  289880944;  DifTime: 232
Raw 0x11473c57  Time:  289881175;  DifTime: 231
Raw 0x11473d3f  Time:  289881407;  DifTime: 232
Raw 0x11473e28  Time:  289881640;  DifTime: 233
Raw 0x11473f0c  Time:  289881868;  DifTime: 228
Raw 0x11473ff3  Time:  289882099;  DifTime: 231
Raw 0x114740dc  Time:  289882332;  DifTime: 233
Raw 0x114741c5  Time:  289882565;  DifTime: 233
Raw 0x114742ae  Time:  289882798;  DifTime: 233
Raw 0x11474394  Time:  289883028;  DifTime: 230
Raw 0x1147447b  Time:  289883259;  DifTime: 231
Raw 0x11474565  Time:  289883493;  DifTime: 234
Raw 0x1147467a  Time:  289883770;  DifTime: 277
Raw 0x11474761  Time:  289884001;  DifTime: 231
Raw 0x11474848  Time:  289884232;  DifTime: 231
Raw 0x1147492e  Time:  289884462;  DifTime: 230
Raw 0x11474a14  Time:  289884692;  DifTime: 230
Raw 0x11474afd  Time:  289884925;  DifTime: 233
Raw 0x11474be1  Time:  289885153;  DifTime: 228
Raw 0x11474cc8  Time:  289885384;  DifTime: 231
Raw 0x11474db2  Time:  289885618;  DifTime: 234
Raw 0x11474e9a  Time:  289885850;  DifTime: 232
Raw 0x11474f89  Time:  289886089;  DifTime: 239
Raw 0x11475071  Time:  289886321;  DifTime: 232
Raw 0x11475157  Time:  289886551;  DifTime: 230
Raw 0x11475240  Time:  289886784;  DifTime: 233
Raw 0x1147532a  Time:  289887018;  DifTime: 234
Raw 0x11475410  Time:  289887248;  DifTime: 230
Raw 0x114754fb  Time:  289887483;  DifTime: 235
Raw 0x1147560a  Time:  289887754;  DifTime: 271
Raw 0x114756f7  Time:  289887991;  DifTime: 237
Raw 0x114757df  Time:  289888223;  DifTime: 232
Raw 0x114758c6  Time:  289888454;  DifTime: 231
Raw 0x114759b3  Time:  289888691;  DifTime: 237
Raw 0x11475a9f  Time:  289888927;  DifTime: 236
Raw 0x11475b8a  Time:  289889162;  DifTime: 235
Raw 0x11475c6f  Time:  289889391;  DifTime: 229
Raw 0x11475d56  Time:  289889622;  DifTime: 231
Raw 0x11475e3d  Time:  289889853;  DifTime: 231
Raw 0x11475f25  Time:  289890085;  DifTime: 232
Raw 0x1147600f  Time:  289890319;  DifTime: 234
Raw 0x114760f9  Time:  289890553;  DifTime: 234
Raw 0x114761e2  Time:  289890786;  DifTime: 233
Raw 0x114762c8  Time:  289891016;  DifTime: 230
Raw 0x114763b5  Time:  289891253;  DifTime: 237
Raw 0x114764a0  Time:  289891488;  DifTime: 235
Raw 0x11476585  Time:  289891717;  DifTime: 229
Raw 0x1147666b  Time:  289891947;  DifTime: 230
Raw 0x11476753  Time:  289892179;  DifTime: 232
Raw 0x1147683b  Time:  289892411;  DifTime: 232
Raw 0x11476928  Time:  289892648;  DifTime: 237
Raw 0x11476a0c  Time:  289892876;  DifTime: 228
Raw 0x11476af2  Time:  289893106;  DifTime: 230
Raw 0x11476bdd  Time:  289893341;  DifTime: 235
Raw 0x11476cf0  Time:  289893616;  DifTime: 275
Raw 0x11476ddf  Time:  289893855;  DifTime: 239
Raw 0x11476ec5  Time:  289894085;  DifTime: 230
Raw 0x11476fac  Time:  289894316;  DifTime: 231
Raw 0x11477094  Time:  289894548;  DifTime: 232
Raw 0x1147717d  Time:  289894781;  DifTime: 233
Raw 0x11477262  Time:  289895010;  DifTime: 229
Raw 0x11477347  Time:  289895239;  DifTime: 229
Raw 0x1147742e  Time:  289895470;  DifTime: 231
Raw 0x11477513  Time:  289895699;  DifTime: 229
Raw 0x114775f9  Time:  289895929;  DifTime: 230
Raw 0x114776df  Time:  289896159;  DifTime: 230
Raw 0x114777c8  Time:  289896392;  DifTime: 233
Raw 0x114778ad  Time:  289896621;  DifTime: 229
Raw 0x11477993  Time:  289896851;  DifTime: 230
Raw 0x11477a77  Time:  289897079;  DifTime: 228
Raw 0x11477b5c  Time:  289897308;  DifTime: 229
Raw 0x11477cad  Time:  289897645;  DifTime: 337
Raw 0x11477dba  Time:  289897914;  DifTime: 269
Raw 0x11477ea6  Time:  289898150;  DifTime: 236
Raw 0x11477f8f  Time:  289898383;  DifTime: 233
Raw 0x11478079  Time:  289898617;  DifTime: 234
Raw 0x11478160  Time:  289898848;  DifTime: 231
Raw 0x11478245  Time:  289899077;  DifTime: 229
Raw 0x1147832b  Time:  289899307;  DifTime: 230
Raw 0x11478411  Time:  289899537;  DifTime: 230
Raw 0x114784f6  Time:  289899766;  DifTime: 229
Raw 0x114785db  Time:  289899995;  DifTime: 229
Raw 0x114786c6  Time:  289900230;  DifTime: 235
Raw 0x114787ac  Time:  289900460;  DifTime: 230
Raw 0x11478890  Time:  289900688;  DifTime: 228
Raw 0x11478974  Time:  289900916;  DifTime: 228
Raw 0x11478a5c  Time:  289901148;  DifTime: 232
Raw 0x11478b41  Time:  289901377;  DifTime: 229
Raw 0x11478c27  Time:  289901607;  DifTime: 230
Raw 0x11478d0b  Time:  289901835;  DifTime: 228
Raw 0x11478df1  Time:  289902065;  DifTime: 230
Raw 0x11478ed8  Time:  289902296;  DifTime: 231
Raw 0x11478fbc  Time:  289902524;  DifTime: 228
Raw 0x114790a2  Time:  289902754;  DifTime: 230
Raw 0x11479187  Time:  289902983;  DifTime: 229
Raw 0x1147926c  Time:  289903212;  DifTime: 229
Raw 0x11479351  Time:  289903441;  DifTime: 229
Raw 0x114794d9  Time:  289903833;  DifTime: 392
Raw 0x114795c8  Time:  289904072;  DifTime: 239
Raw 0x114796ae  Time:  289904302;  DifTime: 230
Raw 0x11479792  Time:  289904530;  DifTime: 228
Raw 0x11479874  Time:  289904756;  DifTime: 226
Raw 0x1147995b  Time:  289904987;  DifTime: 231
Raw 0x11479a40  Time:  289905216;  DifTime: 229
Raw 0x11479b26  Time:  289905446;  DifTime: 230
Raw 0x11479c0c  Time:  289905676;  DifTime: 230
Raw 0x11479cf2  Time:  289905906;  DifTime: 230
