Raw 0x114b55da  Time:  290149850;  DifTime: 230
Raw 0x114b56c3  Time:  290150083;  DifTime: 233
Raw 0x114b57ac  Time:  290150316;  DifTime: 233
Raw 0x114b5891  Time:  290150545;  DifTime: 229
Raw 0x114b597a  Time:  290150778;  DifTime: 233
Raw 0x114b5a69  Time:  290151017;  DifTime: 239
Raw 0x114b5b54  Time:  290151252;  DifTime: 235
Raw 0x114b5c39  Time:  290151481;  DifTime: 229
Raw 0x114b5d20  Time:  290151712;  DifTime: 231
Raw 0x114b5e06  Time:  290151942;  DifTime: 230
Raw 0x114b5eef  Time:  290152175;  DifTime: 233
Raw 0x114b5fd8  Time:  290152408;  DifTime: 233
Raw 0x114b60c5  Time:  290152645;  DifTime: 237
Raw 0x114b61cc  Time:  290152908;  DifTime: 263
Raw 0x114b62b4  Time:  290153140;  DifTime: 232
Raw 0x114b639c  Time:  290153372;  DifTime: 232
Raw 0x114b6483  Time:  290153603;  DifTime: 231
Raw 0x114b656c  Time:  290153836;  DifTime: 233
Raw 0x114b6653  Time:  290154067;  DifTime: 231
Raw 0x114b6747  Time:  290154311;  DifTime: 244
Raw 0x114b6838  Time:  290154552;  DifTime: 241
Raw 0x114b6925  Time:  290154789;  DifTime: 237
Raw 0x114b6a13  Time:  290155027;  DifTime: 238
Raw 0x114b6b02  Time:  290155266;  DifTime: 239
Raw 0x114b6bee  Time:  290155502;  DifTime: 236
Raw 0x114b6cd8  Time:  290155736;  DifTime: 234
Raw 0x114b6dc3  Time:  290155971;  DifTime: 235
Raw 0x114b6ead  Time:  290156205;  DifTime: 234
Raw 0x114b6f9d  Time:  290156445;  DifTime: 240
Raw 0x114b7087  Time:  290156679;  DifTime: 234
Raw 0x114b7172  Time:  290156914;  DifTime: 235
Raw 0x114b725b  Time:  290157147;  DifTime: 233
Raw 0x114b7346  Time:  290157382;  DifTime: 235
Raw 0x114b7431  Time:  290157617;  DifTime: 235
Raw 0x114b751e  Time:  290157854;  DifTime: 237
Raw 0x114b7608  Time:  290158088;  DifTime: 234
Raw 0x114b76f6  Time:  290158326;  DifTime: 238
Raw 0x114b77e7  Time:  290158567;  DifTime: 241
Raw 0x114b78cf  Time:  290158799;  DifTime: 232
Raw 0x114b79b9  Time:  290159033;  DifTime: 234
Raw 0x114b7aa1  Time:  290159265;  DifTime: 232
Raw 0x114b7b8d  Time:  290159501;  DifTime: 236
Raw 0x114b7c79  Time:  290159737;  DifTime: 236
Raw 0x114b7d64  Time:  290159972;  DifTime: 235
Raw 0x114b7e4b  Time:  290160203;  DifTime: 231
Raw 0x114b7f38  Time:  290160440;  DifTime: 237
Raw 0x114b8024  Time:  290160676;  DifTime: 236
Raw 0x114b8110  Time:  290160912;  DifTime: 236
Raw 0x114b81f9  Time:  290161145;  DifTime: 233
Raw 0x114b82e4  Time:  290161380;  DifTime: 235
Raw 0x114b83d3  Time:  290161619;  DifTime: 239
Raw 0x114b84be  Time:  290161854;  DifTime: 235
Raw 0x114b85a8  Time:  290162088;  DifTime: 234
Raw 0x114b86fe  Time:  290162430;  DifTime: 342
Raw 0x114b87ec  Time:  290162668;  DifTime: 238
Raw 0x114b890f  Time:  290162959;  DifTime: 291
Raw 0x114b8a00  Time:  290163200;  DifTime: 241
Raw 0x114b8af1  Time:  290163441;  DifTime: 241
Raw 0x114b8be1  Time:  290163681;  DifTime: 240
Raw 0x114b8cce  Time:  290163918;  DifTime: 237
Raw 0x114b8dba  Time:  290164154;  DifTime: 236
Raw 0x114b8ee5  Time:  290164453;  DifTime: 299
Raw 0x114b8fcf  Time:  290164687;  DifTime: 234
Raw 0x114b90b3  Time:  290164915;  DifTime: 228
Raw 0x114b9199  Time:  290165145;  DifTime: 230
Raw 0x114b927f  Time:  290165375;  DifTime: 230
Raw 0x114b9367  Time:  290165607;  DifTime: 232
Raw 0x114b944d  Time:  290165837;  DifTime: 230
Raw 0x114b952f  Time:  290166063;  DifTime: 226
Raw 0x114b9619  Time:  290166297;  DifTime: 234
Raw 0x114b96fc  Time:  290166524;  DifTime: 227
Raw 0x114b97e3  Time:  290166755;  DifTime: 231
Raw 0x114b98c6  Time:  290166982;  DifTime: 227
Raw 0x114b99a8  Time:  290167208;  DifTime: 226
Raw 0x114b9a8d  Time:  290167437;  DifTime: 229
Raw 0x114b9b73  Time:  290167667;  DifTime: 230
Raw 0x114b9c5a  Time:  290167898;  DifTime: 231
Raw 0x114b9d41  Time:  290168129;  DifTime: 231
Raw 0x114b9e26  Time:  290168358;  DifTime: 229
Raw 0x114b9f0a  Time:  290168586;  DifTime: 228
Raw 0x114b9ff0  Time:  290168816;  DifTime: 230
Raw 0x114ba0d6  Time:  290169046;  DifTime: 230
Raw 0x114ba1bd  Time:  290169277;  DifTime: 231
Raw 0x114ba2a3  Time:  290169507;  DifTime: 230
Raw 0x114ba389  Time:  290169737;  DifTime: 230
Raw 0x114ba472  Time:  290169970;  DifTime: 233
Raw 0x114ba557  Time:  290170199;  DifTime: 229
Raw 0x114ba63b  Time:  290170427;  DifTime: 228
Raw 0x114ba71f  Time:  290170655;  DifTime: 228
Raw 0x114ba805  Time:  290170885;  DifTime: 230
Raw 0x114ba8ea  Time:  290171114;  DifTime: 229
Raw 0x114ba9cd  Time:  290171341;  DifTime: 227
Raw 0x114baab6  Time:  290171574;  DifTime: 233
Raw 0x114bab9b  Time:  290171803;  DifTime: 229
Raw 0x114bac81  Time:  290172033;  DifTime: 230
Raw 0x114bad66  Time:  290172262;  DifTime: 229
Raw 0x114bae4b  Time:  290172491;  DifTime: 229
Raw 0x114baf2f  Time:  290172719;  DifTime: 228
Raw 0x114bb018  Time:  290172952;  DifTime: 233
Raw 0x114bb15d  Time:  290173277;  DifTime: 325
Raw 0x114bb245  Time:  290173509;  DifTime: 232
Raw 0x114bb333  Time:  290173747;  DifTime: 238
Raw 0x114bb41e  Time:  290173982;  DifTime: 235
Raw 0x114bb506  Time:  290174214;  DifTime: 232
Raw 0x114bb61e  Time:  290174494;  DifTime: 280
Raw 0x114bb70b  Time:  290174731;  DifTime: 237
Raw 0x114bb80a  Time:  290174986;  DifTime: 255
Raw 0x114bb8fb  Time:  290175227;  DifTime: 241
Raw 0x114bb9ea  Time:  290175466;  DifTime: 239
Raw 0x114bbad6  Time:  290175702;  DifTime: 236
Raw 0x114bbbc3  Time:  290175939;  DifTime: 237
Raw 0x114bbcb0  Time:  290176176;  DifTime: 237
Raw 0x114bbd9d  Time:  290176413;  DifTime: 237
Raw 0x114bbe88  Time:  290176648;  DifTime: 235
Raw 0x114bbf75  Time:  290176885;  DifTime: 237
Raw 0x114bc063  Time:  290177123;  DifTime: 238
Raw 0x114bc152  Time:  290177362;  DifTime: 239
Raw 0x114bc241  Time:  290177601;  DifTime: 239
Raw 0x114bc32f  Time:  290177839;  DifTime: 238
Raw 0x114bc41b  Time:  290178075;  DifTime: 236
Raw 0x114bc508  Time:  290178312;  DifTime: 237
Raw 0x114bc5f4  Time:  290178548;  DifTime: 236
Raw 0x114bc6e2  Time:  290178786;  DifTime: 238
Raw 0x114bc7ce  Time:  290179022;  DifTime: 236
Raw 0x114bc8bf  Time:  290179263;  DifTime: 241
Raw 0x114bc9ac  Time:  290179500;  DifTime: 237
Raw 0x114bca9b  Time:  290179739;  DifTime: 239
Raw 0x114bcb87  Time:  290179975;  DifTime: 236
Raw 0x114bcc72  Time:  290180210;  DifTime: 235
Raw 0x114bcd60  Time:  290180448;  DifTime: 238
Raw 0x114bce4d  Time:  290180685;  DifTime: 237
Raw 0x114bcf3d  Time:  290180925;  DifTime: 240
Raw 0x114bd029  Time:  290181161;  DifTime: 236
Raw 0x114bd11b  Time:  290181403;  DifTime: 242
Raw 0x114bd207  Time:  290181639;  DifTime: 236
Raw 0x114bd2f3  Time:  290181875;  DifTime: 236
Raw 0x114bd3df  Time:  290182111;  DifTime: 236
Raw 0x114bd4cd  Time:  290182349;  DifTime: 238
Raw 0x114bd620  Time:  290182688;  DifTime: 339
Raw 0x114bd70c  Time:  290182924;  DifTime: 236
Raw 0x114bd7fa  Time:  290183162;  DifTime: 238
Raw 0x114bd933  Time:  290183475;  DifTime: 313
Raw 0x114bda22  Time:  290183714;  DifTime: 239
Raw 0x114bdb0f  Time:  290183951;  DifTime: 237
Raw 0x114bdbfd  Time:  290184189;  DifTime: 238
Raw 0x114bdd49  Time:  290184521;  DifTime: 332
Raw 0x114bde67  Time:  290184807;  DifTime: 286
Raw 0x114bdf72  Time:  290185074;  DifTime: 267
Raw 0x114be06b  Time:  290185323;  DifTime: 249
Raw 0x114be168  Time:  290185576;  DifTime: 253
Raw 0x114be264  Time:  290185828;  DifTime: 252
Raw 0x114be35f  Time:  290186079;  DifTime: 251
Raw 0x114be464  Time:  290186340;  DifTime: 261
Raw 0x114be56b  Time:  290186603;  DifTime: 263
Raw 0x114be670  Time:  290186864;  DifTime: 261
Raw 0x114be76a  Time:  290187114;  DifTime: 250
Raw 0x114be86f  Time:  290187375;  DifTime: 261
Raw 0x114be976  Time:  290187638;  DifTime: 263
Raw 0x114bea72  Time:  290187890;  DifTime: 252
Raw 0x114beb6a  Time:  290188138;  DifTime: 248
Raw 0x114bec64  Time:  290188388;  DifTime: 250
Raw 0x114bed61  Time:  290188641;  DifTime: 253
Raw 0x114bee5b  Time:  290188891;  DifTime: 250
Raw 0x114bef55  Time:  290189141;  DifTime: 250
Raw 0x114bf04f  Time:  290189391;  DifTime: 250
Raw 0x114bf14e  Time:  290189646;  DifTime: 255
Raw 0x114bf252  Time:  290189906;  DifTime: 260
Raw 0x114bf34d  Time:  290190157;  DifTime: 251
Raw 0x114bf446  Time:  290190406;  DifTime: 249
Raw 0x114bf53f  Time:  290190655;  DifTime: 249
Raw 0x114bf639  Time:  290190905;  DifTime: 250
Raw 0x114bf735  Time:  290191157;  DifTime: 252
Raw 0x114bf82e  Time:  290191406;  DifTime: 249
Raw 0x114bf928  Time:  290191656;  DifTime: 250
Raw 0x114bfa22  Time:  290191906;  DifTime: 250
Raw 0x114bfb1c  Time:  290192156;  DifTime: 250
Raw 0x114bfc20  Time:  290192416;  DifTime: 260
Raw 0x114bfd1d  Time:  290192669;  DifTime: 253
Raw 0x114bfe19  Time:  290192921;  DifTime: 252
Raw 0x114bff15  Time:  290193173;  DifTime: 252
Raw 0x114c0075  Time:  290193525;  DifTime: 352
Raw 0x114c0174  Time:  290193780;  DifTime: 255
Raw 0x114c0275  Time:  290194037;  DifTime: 257
Raw 0x114c0377  Time:  290194295;  DifTime: 258
Raw 0x114c04fc  Time:  290194684;  DifTime: 389
Raw 0x114c0603  Time:  290194947;  DifTime: 263
Raw 0x114c0705  Time:  290195205;  DifTime: 258
Raw 0x114c0808  Time:  290195464;  DifTime: 259
Raw 0x114c090b  Time:  290195723;  DifTime: 259
Raw 0x114c0a0c  Time:  290195980;  DifTime: 257
Raw 0x114c0b0e  Time:  290196238;  DifTime: 258
Raw 0x114c0c0e  Time:  290196494;  DifTime: 256
Raw 0x114c0d0e  Time:  290196750;  DifTime: 256
Raw 0x114c0e10  Time:  290197008;  DifTime: 258
Raw 0x114c0f13  Time:  290197267;  DifTime: 259
Raw 0x114c1013  Time:  290197523;  DifTime: 256
Raw 0x114c1114  Time:  290197780;  DifTime: 257
Raw 0x114c1215  Time:  290198037;  DifTime: 257
Raw 0x114c131a  Time:  290198298;  DifTime: 261
Raw 0x114c141d  Time:  290198557;  DifTime: 259
Raw 0x114c151d  Time:  290198813;  DifTime: 256
Raw 0x114c161d  Time:  290199069;  DifTime: 256
Raw 0x114c171d  Time:  290199325;  DifTime: 256
Raw 0x114c181c  Time:  290199580;  DifTime: 255
Raw 0x114c191f  Time:  290199839;  DifTime: 259
Raw 0x114c1a22  Time:  290200098;  DifTime: 259
Raw 0x114c1b20  Time:  290200352;  DifTime: 254
Raw 0x114c1c21  Time:  290200609;  DifTime: 257
Raw 0x114c1d21  Time:  290200865;  DifTime: 256
Raw 0x114c1e23  Time:  290201123;  DifTime: 258
Raw 0x114c1f21  Time:  290201377;  DifTime: 254
Raw 0x114c2022  Time:  290201634;  DifTime: 257
Raw 0x114c2121  Time:  290201889;  DifTime: 255
Raw 0x114c2220  Time:  290202144;  DifTime: 255
Raw 0x114c2322  Time:  290202402;  DifTime: 258
Raw 0x114c2422  Time:  290202658;  DifTime: 256
Raw 0x114c251e  Time:  290202910;  DifTime: 252
Raw 0x114c261d  Time:  290203165;  DifTime: 255
Raw 0x114c271c  Time:  290203420;  DifTime: 255
Raw 0x114c2892  Time:  290203794;  DifTime: 374
Raw 0x114c2990  Time:  290204048;  DifTime: 254
Raw 0x114c2a91  Time:  290204305;  DifTime: 257
Raw 0x114c2c21  Time:  290204705;  DifTime: 400
Raw 0x114c2d9f  Time:  290205087;  DifTime: 382
Raw 0x114c2ead  Time:  290205357;  DifTime: 270
Raw 0x114c2fbc  Time:  290205628;  DifTime: 271
Raw 0x114c30cb  Time:  290205899;  DifTime: 271
Raw 0x114c31d9  Time:  290206169;  DifTime: 270
Raw 0x114c32e5  Time:  290206437;  DifTime: 268
Raw 0x114c33f2  Time:  290206706;  DifTime: 269
Raw 0x114c3502  Time:  290206978;  DifTime: 272
Raw 0x114c3610  Time:  290207248;  DifTime: 270
Raw 0x114c371a  Time:  290207514;  DifTime: 266
Raw 0x114c3827  Time:  290207783;  DifTime: 269
Raw 0x114c3933  Time:  290208051;  DifTime: 268
Raw 0x114c3a3e  Time:  290208318;  DifTime: 267
Raw 0x114c3b4e  Time:  290208590;  DifTime: 272
Raw 0x114c3c5a  Time:  290208858;  DifTime: 268
Raw 0x114c3d67  Time:  290209127;  DifTime: 269
Raw 0x114c3e72  Time:  290209394;  DifTime: 267
Raw 0x114c3f7e  Time:  290209662;  DifTime: 268
Raw 0x114c408a  Time:  290209930;  DifTime: 268
Raw 0x114c41f2  Time:  290210290;  DifTime: 360
Raw 0x114c43b5  Time:  290210741;  DifTime: 451
Raw 0x114c44c0  Time:  290211008;  DifTime: 267
Raw 0x114c45d0  Time:  290211280;  DifTime: 272
Raw 0x114c46de  Time:  290211550;  DifTime: 270
Raw 0x114c47eb  Time:  290211819;  DifTime: 269
Raw 0x114c48f9  Time:  290212089;  DifTime: 270
Raw 0x114c4a08  Time:  290212360;  DifTime: 271
Raw 0x114c4b14  Time:  290212628;  DifTime: 268
Raw 0x114c4c21  Time:  290212897;  DifTime: 269
Raw 0x114c4d2b  Time:  290213163;  DifTime: 266
Raw 0x114c4e39  Time:  290213433;  DifTime: 270
Raw 0x114c4f49  Time:  290213705;  DifTime: 272
Raw 0x114c509f  Time:  290214047;  DifTime: 342
Raw 0x114c51b2  Time:  290214322;  DifTime: 275
Raw 0x114c541d  Time:  290214941;  DifTime: 619
Raw 0x114c5520  Time:  290215200;  DifTime: 259
Raw 0x114c5624  Time:  290215460;  DifTime: 260
Raw 0x114c5722  Time:  290215714;  DifTime: 254
Raw 0x114c5821  Time:  290215969;  DifTime: 255
Raw 0x114c5923  Time:  290216227;  DifTime: 258
Raw 0x114c5a23  Time:  290216483;  DifTime: 256
Raw 0x114c5b26  Time:  290216742;  DifTime: 259
Raw 0x114c5c26  Time:  290216998;  DifTime: 256
Raw 0x114c5d25  Time:  290217253;  DifTime: 255
Raw 0x114c5e28  Time:  290217512;  DifTime: 259
Raw 0x114c5f28  Time:  290217768;  DifTime: 256
Raw 0x114c6028  Time:  290218024;  DifTime: 256
Raw 0x114c6128  Time:  290218280;  DifTime: 256
Raw 0x114c6226  Time:  290218534;  DifTime: 254
Raw 0x114c6327  Time:  290218791;  DifTime: 257
Raw 0x114c6426  Time:  290219046;  DifTime: 255
Raw 0x114c6525  Time:  290219301;  DifTime: 255
Raw 0x114c6625  Time:  290219557;  DifTime: 256
Raw 0x114c6725  Time:  290219813;  DifTime: 256
Raw 0x114c6826  Time:  290220070;  DifTime: 257
Raw 0x114c6927  Time:  290220327;  DifTime: 257
Raw 0x114c6a28  Time:  290220584;  DifTime: 257
Raw 0x114c6b27  Time:  290220839;  DifTime: 255
Raw 0x114c6c26  Time:  290221094;  DifTime: 255
Raw 0x114c6d2b  Time:  290221355;  DifTime: 261
Raw 0x114c6e2c  Time:  290221612;  DifTime: 257
Raw 0x114c6f2e  Time:  290221870;  DifTime: 258
Raw 0x114c7030  Time:  290222128;  DifTime: 258
Raw 0x114c7132  Time:  290222386;  DifTime: 258
Raw 0x114c7234  Time:  290222644;  DifTime: 258
Raw 0x114c7335  Time:  290222901;  DifTime: 257
Raw 0x114c743a  Time:  290223162;  DifTime: 261
Raw 0x114c753c  Time:  290223420;  DifTime: 258
Raw 0x114c763c  Time:  290223676;  DifTime: 256
Raw 0x114c773d  Time:  290223933;  DifTime: 257
Raw 0x114c7891  Time:  290224273;  DifTime: 340
Raw 0x114c79c3  Time:  290224579;  DifTime: 306
Raw 0x114c7ad6  Time:  290224854;  DifTime: 275
Raw 0x114c7be2  Time:  290225122;  DifTime: 268
Raw 0x114c7cf3  Time:  290225395;  DifTime: 273
Raw 0x114c7e00  Time:  290225664;  DifTime: 269
Raw 0x114c7f0e  Time:  290225934;  DifTime: 270
Raw 0x114c801e  Time:  290226206;  DifTime: 272
Raw 0x114c812d  Time:  290226477;  DifTime: 271
Raw 0x114c8238  Time:  290226744;  DifTime: 267
Raw 0x114c8345  Time:  290227013;  DifTime: 269
Raw 0x114c8451  Time:  290227281;  DifTime: 268
Raw 0x114c8562  Time:  290227554;  DifTime: 273
Raw 0x114c8670  Time:  290227824;  DifTime: 270
Raw 0x114c877d  Time:  290228093;  DifTime: 269
Raw 0x114c888e  Time:  290228366;  DifTime: 273
Raw 0x114c8a06  Time:  290228742;  DifTime: 376
Raw 0x114c8b13  Time:  290229011;  DifTime: 269
Raw 0x114c8c22  Time:  290229282;  DifTime: 271
Raw 0x114c8d32  Time:  290229554;  DifTime: 272
Raw 0x114c8e3f  Time:  290229823;  DifTime: 269
Raw 0x114c8f4d  Time:  290230093;  DifTime: 270
Raw 0x114c905d  Time:  290230365;  DifTime: 272
Raw 0x114c916a  Time:  290230634;  DifTime: 269
Raw 0x114c9278  Time:  290230904;  DifTime: 270
Raw 0x114c9387  Time:  290231175;  DifTime: 271
Raw 0x114c9493  Time:  290231443;  DifTime: 268
Raw 0x114c95a1  Time:  290231713;  DifTime: 270
Raw 0x114c96b4  Time:  290231988;  DifTime: 275
Raw 0x114c97c4  Time:  290232260;  DifTime: 272
Raw 0x114c98d0  Time:  290232528;  DifTime: 268
Raw 0x114c99df  Time:  290232799;  DifTime: 271
Raw 0x114c9aed  Time:  290233069;  DifTime: 270
Raw 0x114c9bf9  Time:  290233337;  DifTime: 268
Raw 0x114c9d08  Time:  290233608;  DifTime: 271
Raw 0x114c9e17  Time:  290233879;  DifTime: 271
Raw 0x114c9f25  Time:  290234149;  DifTime: 270
Raw 0x114ca0b7  Time:  290234551;  DifTime: 402
Raw 0x114ca1ce  Time:  290234830;  DifTime: 279
Raw 0x114ca2e3  Time:  290235107;  DifTime: 277
Raw 0x114ca3f5  Time:  290235381;  DifTime: 274
Raw 0x114ca508  Time:  290235656;  DifTime: 275
Raw 0x114ca61a  Time:  290235930;  DifTime: 274
Raw 0x114ca72d  Time:  290236205;  DifTime: 275
Raw 0x114ca842  Time:  290236482;  DifTime: 277
Raw 0x114ca953  Time:  290236755;  DifTime: 273
Raw 0x114caa66  Time:  290237030;  DifTime: 275
Raw 0x114cab7a  Time:  290237306;  DifTime: 276
Raw 0x114cac8e  Time:  290237582;  DifTime: 276
Raw 0x114cad9e  Time:  290237854;  DifTime: 272
Raw 0x114caeaf  Time:  290238127;  DifTime: 273
Raw 0x114cafc1  Time:  290238401;  DifTime: 274
Raw 0x114cb0d5  Time:  290238677;  DifTime: 276
Raw 0x114cb1e8  Time:  290238952;  DifTime: 275
Raw 0x114cb2fb  Time:  290239227;  DifTime: 275
Raw 0x114cb40c  Time:  290239500;  DifTime: 273
Raw 0x114cb521  Time:  290239777;  DifTime: 277
Raw 0x114cb636  Time:  290240054;  DifTime: 277
Raw 0x114cb749  Time:  290240329;  DifTime: 275
Raw 0x114cb85a  Time:  290240602;  DifTime: 273
Raw 0x114cb971  Time:  290240881;  DifTime: 279
Raw 0x114cba83  Time:  290241155;  DifTime: 274
Raw 0x114cbb95  Time:  290241429;  DifTime: 274
Raw 0x114cbca9  Time:  290241705;  DifTime: 276
Raw 0x114cbdbb  Time:  290241979;  DifTime: 274
Raw 0x114cbece  Time:  290242254;  DifTime: 275
Raw 0x114cbfdf  Time:  290242527;  DifTime: 273
Raw 0x114cc0f2  Time:  290242802;  DifTime: 275
Raw 0x114cc205  Time:  290243077;  DifTime: 275
Raw 0x114cc315  Time:  290243349;  DifTime: 272
Raw 0x114cc427  Time:  290243623;  DifTime: 274
Raw 0x114cc53a  Time:  290243898;  DifTime: 275
Raw 0x114cc64c  Time:  290244172;  DifTime: 274
Raw 0x114cc75d  Time:  290244445;  DifTime: 273
Raw 0x114cc8d9  Time:  290244825;  DifTime: 380
Raw 0x114cc9d3  Time:  290245075;  DifTime: 250
Raw 0x114ccac9  Time:  290245321;  DifTime: 246
Raw 0x114ccbbe  Time:  290245566;  DifTime: 245
Raw 0x114cccb2  Time:  290245810;  DifTime: 244
Raw 0x114ccda7  Time:  290246055;  DifTime: 245
Raw 0x114cce9c  Time:  290246300;  DifTime: 245
Raw 0x114ccf91  Time:  290246545;  DifTime: 245
Raw 0x114cd085  Time:  290246789;  DifTime: 244
Raw 0x114cd17c  Time:  290247036;  DifTime: 247
Raw 0x114cd275  Time:  290247285;  DifTime: 249
Raw 0x114cd36b  Time:  290247531;  DifTime: 246
Raw 0x114cd462  Time:  290247778;  DifTime: 247
Raw 0x114cd559  Time:  290248025;  DifTime: 247
Raw 0x114cd64d  Time:  290248269;  DifTime: 244
Raw 0x114cd745  Time:  290248517;  DifTime: 248
Raw 0x114cd83a  Time:  290248762;  DifTime: 245
Raw 0x114cd932  Time:  290249010;  DifTime: 248
Raw 0x114cda2c  Time:  290249260;  DifTime: 250
Raw 0x114cdb21  Time:  290249505;  DifTime: 245
Raw 0x114cdc15  Time:  290249749;  DifTime: 244
Raw 0x114cdd0b  Time:  290249995;  DifTime: 246
Raw 0x114cde05  Time:  290250245;  DifTime: 250
Raw 0x114cdefb  Time:  290250491;  DifTime: 246
Raw 0x114cdff1  Time:  290250737;  DifTime: 246
Raw 0x114ce0e6  Time:  290250982;  DifTime: 245
Raw 0x114ce1dc  Time:  290251228;  DifTime: 246
Raw 0x114ce33a  Time:  290251578;  DifTime: 350
Raw 0x114ce430  Time:  290251824;  DifTime: 246
Raw 0x114ce525  Time:  290252069;  DifTime: 245
Raw 0x114ce61b  Time:  290252315;  DifTime: 246
Raw 0x114ce70f  Time:  290252559;  DifTime: 244
Raw 0x114ce805  Time:  290252805;  DifTime: 246
Raw 0x114ce8fa  Time:  290253050;  DifTime: 245
Raw 0x114ce9f2  Time:  290253298;  DifTime: 248
Raw 0x114ceae8  Time:  290253544;  DifTime: 246
Raw 0x114cebdf  Time:  290253791;  DifTime: 247
Raw 0x114cecd4  Time:  290254036;  DifTime: 245
Raw 0x114cedcb  Time:  290254283;  DifTime: 247
Raw 0x114ceef0  Time:  290254576;  DifTime: 293
Raw 0x114cf01c  Time:  290254876;  DifTime: 300
Raw 0x114cf11e  Time:  290255134;  DifTime: 258
Raw 0x114cf21f  Time:  290255391;  DifTime: 257
Raw 0x114cf31e  Time:  290255646;  DifTime: 255
Raw 0x114cf41e  Time:  290255902;  DifTime: 256
Raw 0x114cf51c  Time:  290256156;  DifTime: 254
Raw 0x114cf619  Time:  290256409;  DifTime: 253
Raw 0x114cf718  Time:  290256664;  DifTime: 255
Raw 0x114cf818  Time:  290256920;  DifTime: 256
Raw 0x114cf918  Time:  290257176;  DifTime: 256
Raw 0x114cfa19  Time:  290257433;  DifTime: 257
Raw 0x114cfb1a  Time:  290257690;  DifTime: 257
Raw 0x114cfc19  Time:  290257945;  DifTime: 255
Raw 0x114cfd16  Time:  290258198;  DifTime: 253
Raw 0x114cfe15  Time:  290258453;  DifTime: 255
Raw 0x114cff16  Time:  290258710;  DifTime: 257
Raw 0x114d0015  Time:  290258965;  DifTime: 255
Raw 0x114d0111  Time:  290259217;  DifTime: 252
Raw 0x114d020e  Time:  290259470;  DifTime: 253
Raw 0x114d030f  Time:  290259727;  DifTime: 257
Raw 0x114d0410  Time:  290259984;  DifTime: 257
Raw 0x114d0512  Time:  290260242;  DifTime: 258
Raw 0x114d0611  Time:  290260497;  DifTime: 255
Raw 0x114d070f  Time:  290260751;  DifTime: 254
Raw 0x114d0810  Time:  290261008;  DifTime: 257
Raw 0x114d090f  Time:  290261263;  DifTime: 255
Raw 0x114d0a10  Time:  290261520;  DifTime: 257
Raw 0x114d0b10  Time:  290261776;  DifTime: 256
Raw 0x114d0c10  Time:  290262032;  DifTime: 256
Raw 0x114d0d11  Time:  290262289;  DifTime: 257
Raw 0x114d0e0f  Time:  290262543;  DifTime: 254
Raw 0x114d0f0f  Time:  290262799;  DifTime: 256
Raw 0x114d100e  Time:  290263054;  DifTime: 255
Raw 0x114d110a  Time:  290263306;  DifTime: 252
Raw 0x114d120b  Time:  290263563;  DifTime: 257
Raw 0x114d130c  Time:  290263820;  DifTime: 257
Raw 0x114d140b  Time:  290264075;  DifTime: 255
Raw 0x114d1509  Time:  290264329;  DifTime: 254
Raw 0x114d1679  Time:  290264697;  DifTime: 368
Raw 0x114d17e1  Time:  290265057;  DifTime: 360
Raw 0x114d18db  Time:  290265307;  DifTime: 250
Raw 0x114d19d3  Time:  290265555;  DifTime: 248
Raw 0x114d1ad2  Time:  290265810;  DifTime: 255
Raw 0x114d1bc9  Time:  290266057;  DifTime: 247
Raw 0x114d1cbd  Time:  290266301;  DifTime: 244
Raw 0x114d1db1  Time:  290266545;  DifTime: 244
Raw 0x114d1ea8  Time:  290266792;  DifTime: 247
Raw 0x114d1f9f  Time:  290267039;  DifTime: 247
Raw 0x114d2096  Time:  290267286;  DifTime: 247
Raw 0x114d218c  Time:  290267532;  DifTime: 246
Raw 0x114d227f  Time:  290267775;  DifTime: 243
Raw 0x114d2376  Time:  290268022;  DifTime: 247
Raw 0x114d246c  Time:  290268268;  DifTime: 246
Raw 0x114d2563  Time:  290268515;  DifTime: 247
Raw 0x114d265a  Time:  290268762;  DifTime: 247
Raw 0x114d2750  Time:  290269008;  DifTime: 246
Raw 0x114d2849  Time:  290269257;  DifTime: 249
Raw 0x114d293e  Time:  290269502;  DifTime: 245
Raw 0x114d2a34  Time:  290269748;  DifTime: 246
Raw 0x114d2b29  Time:  290269993;  DifTime: 245
Raw 0x114d2c1e  Time:  290270238;  DifTime: 245
Raw 0x114d2d13  Time:  290270483;  DifTime: 245
Raw 0x114d2e0a  Time:  290270730;  DifTime: 247
Raw 0x114d2eff  Time:  290270975;  DifTime: 245
Raw 0x114d2ff5  Time:  290271221;  DifTime: 246
Raw 0x114d30ea  Time:  290271466;  DifTime: 245
Raw 0x114d31e0  Time:  290271712;  DifTime: 246
Raw 0x114d32d4  Time:  290271956;  DifTime: 244
Raw 0x114d33cd  Time:  290272205;  DifTime: 249
Raw 0x114d34c3  Time:  290272451;  DifTime: 246
Raw 0x114d35b9  Time:  290272697;  DifTime: 246
Raw 0x114d36b2  Time:  290272946;  DifTime: 249
Raw 0x114d380f  Time:  290273295;  DifTime: 349
Raw 0x114d3904  Time:  290273540;  DifTime: 245
Raw 0x114d39fe  Time:  290273790;  DifTime: 250
Raw 0x114d3af5  Time:  290274037;  DifTime: 247
Raw 0x114d3be9  Time:  290274281;  DifTime: 244
Raw 0x114d3cdf  Time:  290274527;  DifTime: 246
Raw 0x114d3e94  Time:  290274964;  DifTime: 437
